Real_Input,Imag_Input,Real_FFT_Output,Imag_FFT_Output
0.31623,-0.31623,0.29748,-0.28929
-0.31623,0.31623,-0.37176,0.35559
-0.94868,0.31623,-0.81484,0.35631
-0.31623,0.31623,-0.26789,0.22049
0.94868,0.94868,0.94322,0.95724
-0.31623,-0.94868,-0.3019,-0.96981
-0.94868,-0.94868,-0.99536,-0.98139
0.31623,0.31623,0.25662,0.28036
0.31623,0.31623,0.31129,0.31555
-0.31623,-0.31623,-0.34556,-0.32502
0.31623,0.94868,0.30819,0.97396
-0.94868,0.31623,-0.85703,0.38963
-0.94868,-0.31623,-0.90822,-0.30689
0.31623,-0.94868,0.31759,-0.99409
0.31623,0.31623,0.34758,0.462
-0.31623,-0.31623,-0.22755,-0.3771
0.94868,0.31623,0.93871,0.19258
-0.94868,0.94868,-0.82811,0.89073
0.94868,0.31623,0.87515,0.33136
0.94868,0.94868,0.94048,0.84962
-0.94868,-0.31623,-1.1013,-0.29316
-0.31623,0.94868,-0.34137,0.96629
-0.94868,-0.31623,-0.82125,-0.28842
0.94868,0.31623,1.1245,0.32755
0.31623,-0.94868,0.33673,-0.92611
-0.94868,0.31623,-1.0445,0.4367
0.94868,0.31623,1.0654,0.33819
-0.31623,0.31623,-0.21965,0.29599
0.31623,-0.94868,0.38193,-1.0162
-0.94868,0.94868,-0.93085,0.80367
-0.94868,0.31623,-1.0058,0.3075
-0.31623,0.31623,-0.1756,0.19118
0.31623,-0.94868,0.29556,-0.97478
-0.94868,0.94868,-1.0334,0.91541
-0.94868,0.94868,-0.81077,0.91746
-0.31623,-0.31623,-0.38187,-0.39108
-0.94868,-0.94868,-0.92858,-0.9755
0.94868,-0.94868,0.99628,-0.92451
-0.31623,0.94868,-0.20346,1.012
0.31623,-0.31623,0.39457,-0.31143
-0.31623,-0.94868,-0.32036,-1.0034
0.31623,-0.94868,0.36659,-0.99712
0.31623,-0.94868,0.30259,-0.86275
0.31623,-0.94868,0.35759,-1.0331
-0.31623,0.94868,-0.3486,1.0002
0.94868,0.94868,0.9161,0.88057
-0.94868,-0.94868,-0.93195,-0.97194
-0.94868,-0.31623,-0.96893,-0.35948
0.31623,0.94868,0.16861,0.94106
0.31623,-0.94868,0.35532,-0.81641
0.31623,0.31623,0.19392,0.37246
0.31623,0.31623,0.36845,0.34872
0.94868,0.31623,0.96939,0.4155
0.31623,-0.31623,0.29311,-0.27852
-0.31623,-0.31623,-0.3529,-0.38709
-0.31623,-0.94868,-0.31056,-0.91959
0.94868,-0.94868,0.98258,-1.0379
-0.94868,-0.31623,-0.9464,-0.41126
-0.94868,-0.94868,-0.94455,-0.9628
-0.94868,-0.31623,-0.93416,-0.36034
0.31623,0.31623,0.40811,0.39803
-0.94868,0.94868,-0.97184,1.0835
0.94868,-0.94868,0.84627,-1.0135
0.31623,0.31623,0.33284,0.37475
0.31623,0.31623,0.15583,0.31708
-0.94868,0.94868,-0.89969,0.8604
-0.94868,0.31623,-0.94816,0.28068
-0.31623,0.94868,-0.36916,0.89577
-0.94868,0.31623,-1.0696,0.42059
-0.94868,0.94868,-0.88281,0.86969
-0.31623,-0.31623,-0.19142,-0.32118
0.94868,0.31623,1.0665,0.27225
0.94868,0.31623,0.91174,0.41905
-0.31623,0.31623,-0.34289,0.36507
0.94868,-0.31623,0.94163,-0.42013
-0.94868,-0.31623,-0.97709,-0.39506
0.31623,-0.31623,0.36235,-0.42415
-0.94868,-0.31623,-0.93565,-0.34184
0.31623,-0.31623,0.41791,-0.28369
0.31623,0.94868,0.33972,0.99888
0.31623,0.94868,0.28669,1.0125
-0.94868,-0.94868,-1.1002,-0.84802
0.94868,0.94868,0.94423,0.86448
-0.31623,0.31623,-0.3532,0.30045
0.31623,-0.31623,0.41948,-0.38186
0.31623,-0.31623,0.20948,-0.27739
0.31623,0.94868,0.30886,0.96015
0.31623,-0.31623,0.37058,-0.2812
-0.31623,0.94868,-0.39471,0.94177
0.31623,0.94868,0.48699,1.0352
0.94868,0.31623,0.97603,0.31027
-0.94868,0.31623,-1.0081,0.28763
0.94868,0.94868,0.97724,1.0569
-0.31623,0.31623,-0.30242,0.2356
0.31623,-0.94868,0.34794,-0.98352
0.94868,-0.94868,1.0023,-0.84983
0.94868,0.94868,1.0662,0.9669
-0.31623,-0.31623,-0.31034,-0.26359
0.31623,0.31623,0.34593,0.29213
0.31623,0.31623,0.25736,0.2811
0.94868,-0.31623,1.0442,-0.25944
-0.31623,-0.94868,-0.35066,-0.82637
0.31623,-0.31623,0.35133,-0.10535
-0.94868,0.94868,-0.81588,1.0522
-0.31623,0.31623,-0.27188,0.2811
-0.94868,-0.31623,-1.0138,-0.18255
0.94868,0.94868,0.93623,0.9121
-0.31623,0.31623,-0.18418,0.30036
-0.94868,-0.31623,-0.83373,-0.33059
-0.31623,0.31623,-0.33042,0.2192
0.94868,0.94868,0.95979,0.90552
-0.94868,-0.94868,-0.80353,-0.94718
-0.94868,-0.31623,-0.91959,-0.27271
-0.94868,0.94868,-0.88996,0.98572
0.31623,0.94868,0.36098,1.095
0.31623,0.31623,0.35017,0.32136
0.31623,-0.31623,0.24961,-0.35824
0.94868,0.31623,0.91081,0.35609
0.31623,-0.31623,0.26036,-0.34077
-0.94868,-0.31623,-0.97193,-0.26929
0.94868,-0.31623,0.91101,-0.22815
0.94868,-0.94868,1.0068,-0.95515
0.31623,-0.94868,0.31201,-1.0959
-0.31623,-0.31623,-0.293,-0.2131
0.31623,-0.94868,0.1989,-0.85154
0.31623,-0.31623,0.27545,-0.28885
0.94868,0.94868,0.87309,1.0018
-0.31623,-0.94868,-0.25966,-0.92436
-0.31623,-0.31623,-0.2495,-0.43403
-0.31623,-0.94868,-0.30532,-0.94731
-0.94868,0.31623,-0.99083,0.20816
-0.31623,0.31623,-0.34942,0.35956
0.31623,0.94868,0.2893,1.0183
-0.31623,-0.31623,-0.25814,-0.32376
0.94868,0.94868,1.0122,0.96371
0.31623,-0.31623,0.22749,-0.37708
-0.31623,-0.31623,-0.2147,-0.33681
0.94868,0.31623,0.97056,0.32824
-0.31623,0.94868,-0.39205,0.8539
-0.94868,0.94868,-0.92544,0.99034
-0.31623,0.94868,-0.34135,1.0193
0.94868,0.31623,0.97349,0.19174
-0.94868,-0.31623,-1.0215,-0.34634
-0.94868,0.94868,-1.0985,1.018
0.31623,0.94868,0.34341,0.97198
-0.94868,-0.94868,-0.98255,-1.1265
-0.94868,0.31623,-0.98749,0.21512
-0.94868,0.94868,-0.92098,0.97207
-0.31623,0.94868,-0.28889,1.0354
-0.31623,0.31623,-0.29779,0.28291
0.94868,0.31623,1.0209,0.26897
-0.94868,0.94868,-0.84598,0.93056
0.31623,0.31623,0.32145,0.22068
-0.31623,0.94868,-0.30399,0.93534
-0.31623,-0.31623,-0.43803,-0.31199
-0.94868,0.94868,-0.86171,1.0328
-0.31623,-0.94868,-0.25993,-0.99383
0.31623,-0.31623,0.37161,-0.28562
0.94868,-0.31623,1.0477,-0.21526
-0.94868,0.94868,-0.92176,0.89951
0.31623,-0.94868,0.36326,-0.9051
-0.94868,0.94868,-0.93077,0.92974
-0.94868,-0.94868,-0.91338,-0.87513
-0.94868,0.31623,-0.95126,0.44229
0.94868,-0.94868,0.99785,-0.86045
-0.31623,-0.94868,-0.24262,-0.95092
-0.94868,-0.31623,-1.1401,-0.35624
0.94868,0.31623,1.0295,0.2841
0.31623,-0.94868,0.42116,-1.095
0.94868,0.94868,1.0244,0.96833
0.94868,-0.31623,0.86982,-0.23373
-0.31623,-0.94868,-0.30681,-1.0419
0.31623,0.31623,0.39461,0.33654
-0.31623,-0.31623,-0.34217,-0.23858
0.94868,0.94868,0.96209,1.0453
0.94868,0.94868,0.985,0.93272
0.94868,-0.94868,0.96995,-0.98247
-0.31623,-0.31623,-0.22687,-0.2981
0.31623,-0.94868,0.19749,-0.93243
0.94868,-0.31623,1.0977,-0.30515
0.31623,-0.94868,0.33726,-1.0115
-0.31623,-0.31623,-0.34362,-0.47934
0.94868,0.94868,0.92835,0.89654
-0.31623,-0.94868,-0.28346,-1.0201
0.94868,-0.94868,0.91148,-0.96771
-0.94868,0.94868,-0.79613,0.95158
0.94868,-0.94868,0.91693,-0.88245
0.94868,0.31623,0.81643,0.23048
0.31623,-0.94868,0.20827,-1.0756
0.31623,0.31623,0.29044,0.3707
0.94868,0.94868,0.93732,0.95973
0.31623,0.94868,0.27126,1.0575
-0.94868,0.94868,-0.90212,1.0592
0.31623,-0.31623,0.39426,-0.29551
-0.94868,0.31623,-0.96859,0.32014
-0.31623,0.31623,-0.3789,0.32788
-0.31623,0.94868,-0.31984,0.97072
0.31623,-0.94868,0.3092,-0.90262
0.31623,-0.94868,0.29701,-0.91525
0.31623,0.94868,0.4235,0.90328
-0.94868,0.31623,-0.82321,0.28508
0.94868,-0.31623,0.87194,-0.4027
-0.31623,0.31623,-0.30141,0.30575
0.31623,0.31623,0.30735,0.35244
0.31623,0.94868,0.34127,0.90753
-0.94868,-0.94868,-0.97999,-0.9273
0.31623,0.94868,0.38576,0.89489
-0.31623,-0.31623,-0.43046,-0.2709
0.94868,-0.94868,0.85057,-0.92606
0.94868,-0.31623,1.1302,-0.19592
-0.31623,-0.31623,-0.37584,-0.23332
0.94868,0.94868,0.96248,1.0749
-0.94868,-0.31623,-0.89557,-0.33944
0.94868,-0.31623,0.99061,-0.38593
-0.94868,-0.31623,-0.89279,-0.28618
-0.31623,-0.94868,-0.29117,-1.0395
0.94868,-0.31623,0.92544,-0.2828
-0.31623,-0.94868,-0.41517,-0.95008
0.31623,0.31623,0.38138,0.2391
0.94868,0.94868,0.93753,0.94044
0.31623,0.94868,0.36271,0.82868
0.94868,-0.31623,0.89837,-0.32988
-0.31623,-0.94868,-0.26989,-1.0262
0.94868,-0.94868,0.9045,-0.86703
-0.94868,-0.31623,-0.96028,-0.42733
0.94868,0.31623,0.79417,0.31961
0.94868,-0.94868,0.96261,-0.78106
-0.94868,0.94868,-1.0244,0.84509
-0.31623,0.94868,-0.2627,0.97806
0.31623,-0.94868,0.28645,-0.9887
-0.94868,-0.94868,-1.0081,-1.0318
-0.31623,-0.94868,-0.28627,-0.88665
-0.31623,-0.94868,-0.17243,-0.84082
-0.31623,-0.31623,-0.1956,-0.44025
-0.94868,0.31623,-0.8961,0.31109
0.31623,0.31623,0.25692,0.38294
-0.31623,-0.94868,-0.2539,-0.93397
0.94868,0.94868,0.89958,1.0275
0.31623,-0.31623,0.32874,-0.40348
-0.31623,0.31623,-0.44568,0.2752
-0.94868,-0.31623,-0.86727,-0.34921
0.94868,0.31623,0.93697,0.29312
0.31623,0.94868,0.41092,0.97649
0.94868,-0.94868,0.90419,-0.95569
-0.94868,-0.31623,-0.89198,-0.28722
0.94868,0.31623,1.0637,0.22076
0.94868,0.94868,0.94147,0.94182
-0.31623,0.31623,-0.27103,0.40525
0.31623,0.31623,0.25001,0.31567
-0.94868,0.94868,-0.95581,0.86806
0.31623,-0.94868,0.39107,-0.88903
0.31623,-0.94868,0.23078,-1.0292
-0.94868,0.31623,-0.87778,0.33064
-0.31623,0.31623,-0.43335,0.21618
0.94868,0.94868,1.0443,0.93226
0.94868,-0.94868,0.97456,-0.91499
0.31623,-0.94868,0.35723,-1.032
0.94868,-0.94868,1.0486,-1.0631
0.94868,0.31623,1.0111,0.3818
-0.94868,0.31623,-0.9848,0.45598
-0.94868,-0.31623,-0.99217,-0.4757
-0.94868,0.94868,-0.99005,0.9592
-0.31623,0.31623,-0.34456,0.31114
0.31623,-0.94868,0.34076,-0.84094
0.94868,0.31623,0.97272,0.23882
-0.94868,0.31623,-1.0393,0.34923
0.31623,-0.31623,0.20852,-0.26502
0.94868,-0.31623,0.97358,-0.27236
-0.94868,-0.94868,-0.85215,-0.94502
0.31623,-0.31623,0.27724,-0.32593
-0.94868,0.94868,-0.93022,0.97979
-0.94868,-0.94868,-1.0529,-0.90475
-0.31623,-0.31623,-0.2426,-0.36688
-0.31623,-0.31623,-0.21659,-0.45932
-0.31623,0.31623,-0.23203,0.27487
-0.31623,0.31623,-0.35163,0.30194
0.94868,0.94868,0.96343,1.0527
-0.94868,-0.94868,-0.95901,-0.91412
-0.94868,-0.94868,-0.9366,-0.9945
0.31623,-0.31623,0.37662,-0.29145
-0.31623,0.31623,-0.3657,0.29764
0.31623,-0.31623,0.52423,-0.34309
-0.94868,-0.31623,-1.102,-0.19757
-0.31623,0.94868,-0.26028,0.95107
0.94868,0.31623,0.97927,0.25631
0.94868,0.94868,1.0066,0.99049
0.94868,-0.31623,0.95249,-0.40074
-0.94868,-0.94868,-0.93898,-1.0127
0.94868,0.31623,1.0398,0.39243
-0.94868,-0.31623,-0.84894,-0.32404
0.31623,0.31623,0.22903,0.20686
-0.31623,0.31623,-0.20297,0.25333
0.31623,0.31623,0.35226,0.42873
-0.94868,0.94868,-0.92354,0.9504
0.94868,0.31623,0.79114,0.26784
-0.31623,0.94868,-0.35514,0.92051
-0.31623,0.31623,-0.32291,0.4164
0.31623,-0.31623,0.2385,-0.31832
-0.31623,0.94868,-0.232,0.85125
0.31623,0.31623,0.28557,0.26732
-0.94868,-0.94868,-0.99539,-0.85498
0.94868,-0.31623,0.90047,-0.38041
-0.31623,0.94868,-0.30085,0.9816
-0.31623,-0.94868,-0.27433,-0.84816
-0.31623,0.31623,-0.28779,0.31912
-0.31623,0.31623,-0.34654,0.25814
-0.31623,0.94868,-0.43106,0.9987
-0.31623,-0.94868,-0.39123,-0.96038
-0.31623,0.94868,-0.38458,0.87275
-0.31623,-0.31623,-0.40969,-0.33612
-0.31623,0.94868,-0.42154,0.99521
0.31623,-0.31623,0.40884,-0.42173
0.31623,-0.94868,0.2831,-0.93569
-0.31623,0.94868,-0.34439,0.98529
0.94868,0.94868,0.96675,0.97092
-0.94868,0.94868,-1.0119,1.1319
0.94868,0.31623,0.93894,0.31008
-0.94868,-0.31623,-1.0336,-0.17737
-0.94868,-0.31623,-0.82869,-0.4259
0.94868,-0.94868,0.82944,-0.97336
-0.94868,-0.94868,-0.87891,-0.91285
-0.31623,-0.31623,-0.37695,-0.26571
-0.31623,0.31623,-0.39327,0.31313
0.94868,-0.31623,0.99642,-0.37807
-0.94868,-0.31623,-1.0614,-0.28921
-0.94868,0.94868,-1.0048,0.98626
0.94868,-0.94868,0.96116,-0.84387
0.31623,0.31623,0.34953,0.39635
-0.31623,-0.31623,-0.33226,-0.26351
-0.31623,-0.31623,-0.25512,-0.33882
-0.31623,0.94868,-0.30823,0.92366
-0.31623,0.31623,-0.38153,0.38822
0.94868,0.31623,1.1551,0.41733
-0.31623,-0.94868,-0.21233,-0.93279
-0.94868,0.31623,-0.89684,0.41483
-0.31623,0.94868,-0.385,0.96828
-0.94868,0.31623,-0.8337,0.33047
-0.31623,-0.31623,-0.35123,-0.31797
-0.31623,0.94868,-0.24025,0.91053
-0.94868,-0.31623,-0.9612,-0.33268
0.31623,-0.31623,0.30541,-0.2385
0.31623,0.31623,0.3274,0.30545
0.31623,-0.31623,0.3908,-0.25842
0.94868,-0.94868,0.96623,-0.8445
0.31623,-0.94868,0.25335,-0.87065
0.94868,-0.94868,0.95521,-0.92698
-0.31623,0.31623,-0.29501,0.25551
-0.31623,-0.31623,-0.51129,-0.31761
-0.94868,0.94868,-0.85569,0.91374
0.31623,-0.94868,0.20825,-1.0282
-0.94868,0.94868,-1.047,0.99611
-0.31623,-0.94868,-0.23164,-0.93562
0.94868,0.31623,0.89324,0.34717
0.94868,0.94868,0.92981,0.98234
0.31623,0.94868,0.37249,0.92955
0.94868,0.31623,0.99154,0.33472
0.31623,0.94868,0.29022,0.99551
0.31623,-0.94868,0.38881,-0.912
0.94868,-0.31623,1.0349,-0.2855
0.31623,0.94868,0.22147,0.90792
0.31623,0.94868,0.43323,0.9314
-0.94868,-0.94868,-1.0156,-1.0237
-0.94868,-0.94868,-0.91176,-0.91754
0.31623,0.94868,0.39499,0.99574
-0.94868,0.31623,-0.91145,0.19919
0.94868,0.94868,0.94336,0.92944
0.31623,0.31623,0.36495,0.30472
0.94868,0.31623,0.88693,0.43589
0.94868,-0.31623,0.84475,-0.27814
0.31623,0.31623,0.25948,0.33541
0.94868,-0.94868,0.94497,-0.82325
-0.94868,-0.94868,-0.97825,-0.86719
0.94868,-0.31623,0.98691,-0.29741
-0.31623,-0.31623,-0.26234,-0.12835
-0.94868,-0.31623,-1.0759,-0.39497
0.94868,0.31623,0.93242,0.35092
0.94868,-0.94868,1.0965,-0.94501
-0.31623,-0.94868,-0.33899,-0.96112
0.94868,-0.94868,0.89665,-0.87683
-0.31623,0.31623,-0.29695,0.4451
0.94868,-0.31623,0.85552,-0.31167
-0.31623,-0.94868,-0.25325,-0.82558
0.94868,0.94868,1.0638,0.95951
-0.94868,0.31623,-0.94472,0.26662
-0.94868,-0.94868,-0.97323,-1.0462
0.94868,-0.94868,1.0025,-0.855
-0.31623,0.94868,-0.47671,0.82341
0.94868,-0.31623,0.82584,-0.21878
-0.94868,0.94868,-0.9068,1.0037
0.31623,-0.31623,0.34652,-0.19351
-0.31623,-0.94868,-0.16188,-0.9407
-0.31623,0.94868,-0.37004,0.99114
-0.31623,-0.94868,-0.25403,-1.048
0.94868,0.31623,0.92759,0.49443
-0.94868,-0.94868,-0.87107,-0.91264
0.94868,-0.94868,0.88136,-0.8597
-0.94868,0.31623,-0.92061,0.26835
-0.31623,0.31623,-0.30295,0.38771
0.31623,0.31623,0.40764,0.24157
0.31623,-0.31623,0.45858,-0.22993
0.94868,-0.31623,1.1472,-0.28946
0.94868,-0.31623,1.066,-0.33584
0.31623,-0.94868,0.32796,-0.88931
0.31623,-0.31623,0.389,-0.43788
0.31623,0.31623,0.28443,0.39559
-0.94868,0.94868,-0.96502,0.94479
0.31623,0.31623,0.434,0.31527
-0.31623,-0.31623,-0.31249,-0.26664
-0.31623,-0.94868,-0.36003,-0.99407
-0.94868,-0.94868,-0.88657,-0.99676
-0.31623,0.94868,-0.26718,0.91575
-0.31623,-0.94868,-0.29626,-0.81954
0.31623,0.31623,0.37293,0.3276
-0.31623,-0.94868,-0.25564,-1.0472
-0.94868,-0.94868,-1.0703,-0.93433
-0.94868,0.31623,-0.7981,0.32964
0.94868,0.31623,0.89085,0.25372
-0.31623,0.31623,-0.33952,0.42246
-0.31623,-0.31623,-0.2582,-0.33002
0.31623,0.31623,0.2849,0.33119
0.31623,0.31623,0.47261,0.39752
0.94868,0.94868,1.025,0.84834
0.31623,0.31623,0.34116,0.35471
-0.31623,-0.94868,-0.37965,-1.01
-0.94868,-0.94868,-0.99292,-0.88838
-0.31623,0.31623,-0.35103,0.26511
0.31623,-0.94868,0.23436,-0.94647
-0.31623,0.31623,-0.31492,0.26536
0.94868,0.31623,1.0032,0.30378
0.94868,-0.94868,0.90869,-0.95714
-0.31623,-0.31623,-0.34859,-0.25799
0.94868,-0.31623,0.90585,-0.36582
0.94868,0.94868,0.89222,0.96232
-0.31623,-0.94868,-0.35245,-0.99444
-0.94868,0.31623,-0.79964,0.24601
0.31623,-0.94868,0.3538,-1.0598
0.31623,-0.94868,0.2925,-0.87561
0.31623,0.94868,0.35613,0.83431
0.31623,0.94868,0.31121,0.91632
0.94868,0.94868,1.0834,0.99954
-0.94868,0.94868,-0.96076,1.0084
-0.31623,0.94868,-0.38025,0.90603
-0.31623,0.31623,-0.30089,0.27488
0.31623,-0.31623,0.3203,-0.28069
0.31623,-0.31623,0.37072,-0.28823
0.31623,-0.31623,0.34852,-0.35919
-0.94868,-0.94868,-0.90721,-0.86294
-0.94868,-0.94868,-0.92072,-1.0349
0.94868,0.31623,0.90978,0.26169
0.31623,0.31623,0.33966,0.25967
-0.94868,-0.94868,-1.0591,-1.1173
-0.94868,-0.31623,-0.93911,-0.37165
-0.31623,0.31623,-0.32416,0.25007
0.31623,-0.94868,0.24804,-0.9619
0.94868,0.31623,1.0611,0.34364
0.94868,-0.94868,0.96042,-1.1046
0.31623,0.31623,0.22582,0.467
-0.94868,0.94868,-0.91172,0.92542
0.31623,-0.94868,0.3043,-0.90956
-0.94868,0.94868,-0.92816,0.9607
0.94868,0.31623,1.0256,0.33293
-0.94868,0.31623,-0.95521,0.27553
-0.94868,-0.31623,-0.86508,-0.34127
0.31623,0.31623,0.33218,0.30297
-0.31623,0.31623,-0.32622,0.32321
-0.31623,0.94868,-0.21404,0.92303
0.94868,0.31623,1.0034,0.18885
0.31623,-0.31623,0.38781,-0.23383
0.31623,-0.94868,0.3566,-1.0044
0.31623,-0.31623,0.31289,-0.28033
0.31623,0.94868,0.33172,0.95602
-0.31623,0.31623,-0.27177,0.27167
0.94868,-0.31623,1.0705,-0.34636
-0.94868,-0.94868,-0.97126,-0.98779
-0.94868,0.94868,-0.97219,1.0507
0.31623,0.94868,0.4302,1.0156
0.31623,0.94868,0.26083,0.91649
0.94868,-0.31623,1.0255,-0.23933
-0.31623,0.94868,-0.39225,1.1009
-0.31623,0.31623,-0.39425,0.29689
0.94868,0.31623,0.84108,0.27172
-0.31623,0.94868,-0.12378,0.88185
-0.31623,-0.94868,-0.21029,-0.88313
-0.94868,-0.94868,-0.94539,-1.0682
-0.31623,0.31623,-0.26587,0.2694
0.31623,-0.31623,0.3856,-0.33981
0.31623,-0.94868,0.30459,-0.88963
0.94868,0.94868,1.0365,0.90744
0.31623,-0.31623,0.28431,-0.25912
-0.94868,0.94868,-0.95248,1.0075
0.94868,-0.94868,0.96325,-0.86259
-0.94868,-0.31623,-0.88842,-0.21589
-0.31623,-0.94868,-0.31645,-0.95305
0.94868,0.94868,0.89961,0.82979
-0.31623,0.31623,-0.39575,0.27012
-0.94868,0.94868,-1.0183,0.92801
0.94868,0.31623,0.79586,0.34988
-0.31623,0.31623,-0.27142,0.35704
0.31623,-0.31623,0.3842,-0.21724
-0.31623,0.94868,-0.38344,0.91228
-0.31623,0.31623,-0.4363,0.29436
0.94868,-0.31623,0.89238,-0.23215
-0.31623,-0.94868,-0.40093,-0.89116
-0.94868,-0.31623,-0.889,-0.30927
0.31623,-0.94868,0.35362,-0.95353
-0.31623,-0.94868,-0.32103,-1.0651
0.31623,-0.31623,0.2917,-0.3575
-0.31623,-0.94868,-0.30096,-0.78213
0.31623,-0.94868,0.37001,-0.96434
-0.31623,-0.94868,-0.34528,-0.9537
0.31623,-0.31623,0.33846,-0.28096
0.31623,0.94868,0.17329,1.0941
-0.31623,-0.94868,-0.42384,-0.94457
0.94868,-0.31623,0.95225,-0.27313
0.94868,-0.94868,0.93544,-1.0299
0.94868,-0.94868,0.95183,-0.93739
-0.94868,0.31623,-0.87473,0.33226
-0.94868,-0.31623,-0.84017,-0.36654
-0.94868,-0.94868,-0.98622,-0.89702
-0.31623,-0.31623,-0.24689,-0.28184
-0.31623,-0.94868,-0.35411,-0.98674
-0.94868,0.31623,-0.99803,0.38104
-0.31623,-0.31623,-0.35407,-0.22831
0.31623,0.31623,0.2509,0.28447
0.94868,0.94868,1.0309,1.0144
0.94868,0.94868,0.92555,0.97944
0.31623,-0.94868,0.33408,-0.86422
0.94868,0.94868,0.86587,0.91833
-0.31623,-0.94868,-0.35082,-1.0124
0.94868,-0.31623,0.87859,-0.39285
-0.31623,-0.94868,-0.29753,-0.8197
-0.31623,-0.31623,-0.2161,-0.45092
-0.94868,-0.94868,-0.84007,-0.9801
-0.94868,0.94868,-0.94845,0.89149
-0.31623,-0.94868,-0.46498,-0.90661
-0.31623,0.94868,-0.45397,0.92117
-0.94868,-0.31623,-0.93559,-0.30741
0.31623,-0.31623,0.27164,-0.3017
-0.31623,-0.94868,-0.27635,-0.93536
-0.31623,0.94868,-0.25614,0.99841
0.94868,0.94868,1.004,0.9709
-0.31623,0.31623,-0.29186,0.41214
-0.94868,-0.31623,-1.0514,-0.3054
-0.94868,0.31623,-0.95042,0.37455
-0.94868,0.94868,-0.88303,1.0843
-0.94868,-0.94868,-0.93558,-0.95191
0.31623,-0.94868,0.32939,-1.1116
-0.94868,0.94868,-0.93638,1.0856
-0.94868,-0.94868,-0.97465,-1.0433
0.94868,0.94868,0.95755,0.91284
-0.31623,-0.31623,-0.33642,-0.40248
-0.31623,-0.94868,-0.3295,-1.0364
-0.31623,0.94868,-0.31118,0.81379
0.94868,0.31623,0.84925,0.2989
0.94868,0.94868,0.91923,0.87279
-0.31623,0.31623,-0.31854,0.32684
0.31623,-0.31623,0.39853,-0.30668
0.31623,0.31623,0.32311,0.39362
0.31623,-0.31623,0.29465,-0.28838
0.31623,-0.31623,0.38702,-0.18372
0.94868,0.31623,0.91234,0.20888
-0.31623,-0.94868,-0.28136,-0.94232
-0.94868,-0.31623,-1.0039,-0.32113
0.31623,0.94868,0.16167,0.8945
-0.31623,0.94868,-0.3609,0.94289
0.31623,-0.31623,0.2941,-0.29079
-0.94868,0.94868,-0.9559,0.94691
-0.94868,0.94868,-0.99082,0.93855
-0.94868,-0.94868,-0.88687,-0.89583
0.94868,0.94868,0.89915,0.92212
0.94868,-0.31623,0.90954,-0.31342
0.94868,-0.31623,0.99254,-0.21733
0.31623,-0.94868,0.41449,-0.96396
-0.31623,-0.94868,-0.32222,-0.94737
0.31623,0.31623,0.19707,0.44848
0.94868,0.94868,0.96405,0.91544
0.31623,-0.94868,0.23604,-0.98098
0.31623,0.31623,0.40268,0.18273
-0.31623,-0.31623,-0.20559,-0.22854
-0.31623,0.31623,-0.33157,0.28562
-0.31623,-0.31623,-0.36648,-0.28939
-0.31623,-0.31623,-0.2851,-0.35861
-0.31623,-0.31623,-0.35636,-0.36132
-0.31623,0.31623,-0.33069,0.25758
0.31623,0.94868,0.32841,0.96361
0.31623,-0.31623,0.22918,-0.30284
0.31623,0.94868,0.4142,0.92428
0.94868,0.31623,0.99346,0.34617
-0.31623,-0.31623,-0.37806,-0.15267
0.31623,-0.31623,0.3948,-0.23373
-0.94868,-0.94868,-0.75964,-0.9918
0.31623,-0.31623,0.243,-0.35905
0.31623,-0.94868,0.29477,-1.0658
-0.94868,-0.31623,-0.89195,-0.34247
-0.31623,-0.94868,-0.3344,-0.95123
0.94868,0.94868,0.7488,1.0619
-0.94868,0.31623,-0.87912,0.28287
-0.94868,-0.94868,-0.88295,-0.98114
0.94868,-0.31623,0.96751,-0.37174
-0.31623,-0.31623,-0.39052,-0.28639
-0.94868,0.31623,-0.89148,0.28803
-0.94868,-0.94868,-0.79321,-0.96993
0.94868,0.31623,0.87318,0.19835
0.31623,-0.31623,0.36077,-0.27498
0.31623,-0.31623,0.29789,-0.4005
0.94868,-0.94868,0.97957,-0.89997
0.94868,-0.94868,0.92681,-0.74379
-0.94868,0.31623,-1.0109,0.27024
0.94868,-0.31623,0.87194,-0.25337
-0.94868,-0.31623,-0.96661,-0.33474
-0.94868,-0.31623,-1.0521,-0.2403
-0.94868,-0.31623,-0.93119,-0.34456
-0.94868,0.31623,-1.0279,0.35061
-0.31623,0.31623,-0.34422,0.33266
0.94868,0.31623,0.9545,0.39592
-0.94868,0.94868,-0.90503,1.0131
-0.31623,-0.31623,-0.35988,-0.20982
-0.94868,-0.31623,-0.91697,-0.43351
-0.94868,-0.94868,-1.0934,-0.96128
-0.31623,-0.31623,-0.37035,-0.33103
-0.31623,-0.31623,-0.24041,-0.27233
0.94868,-0.94868,0.89093,-0.98379
0.31623,0.94868,0.29367,0.89622
-0.31623,0.31623,-0.24495,0.49724
-0.94868,-0.31623,-0.85795,-0.40608
0.94868,0.94868,0.94092,0.99844
-0.31623,-0.94868,-0.3877,-1.0462
0.31623,0.31623,0.29777,0.095881
-0.94868,0.94868,-0.88125,0.94456
0.31623,0.31623,0.29806,0.42472
-0.31623,0.31623,-0.26619,0.37459
-0.31623,-0.31623,-0.28363,-0.30422
0.94868,-0.31623,0.93551,-0.34496
-0.94868,0.94868,-0.91926,0.79612
